ID,DATASET,FOLD,PREPROC,ALGORITHM,MODE,ORDER,ALPHA,PRE,REC,SPE,F1,GEO,IBA
wine__Borderline2_KNN,wine,1,_Borderline2,KNN,PCA,NONE,NONE,0.28,0.28,0.77,0.28,0.34,0.23
wine__Borderline2_DTREE,wine,1,_Borderline2,DTREE,PCA,NONE,NONE,0.31,0.31,0.79,0.31,0.35,0.29
wine__Borderline2_GNB,wine,1,_Borderline2,GNB,PCA,NONE,NONE,0.31,0.28,0.79,0.29,0.33,0.26
wine__Borderline2_LRG,wine,1,_Borderline2,LRG,PCA,NONE,NONE,0.05,0.06,0.77,0.05,0.09,0.02
wine__Borderline2_ABC,wine,1,_Borderline2,ABC,PCA,NONE,NONE,0.28,0.28,0.82,0.28,0.28,0.28
wine__Borderline2_MLP,wine,1,_Borderline2,MLP,PCA,NONE,NONE,0.24,0.19,0.75,0.21,0.27,0.16
wine__Borderline2_QDA,wine,1,_Borderline2,QDA,PCA,NONE,NONE,0.28,0.25,0.81,0.26,0.26,0.25
wine__Borderline2_SVM,wine,1,_Borderline2,SVM,PCA,NONE,NONE,0.00,0.00,1.00,0.00,0.00,0.00
wine__Borderline2_SGD,wine,1,_Borderline2,SGD,PCA,NONE,NONE,0.04,0.06,0.72,0.05,0.08,0.01
wine__smoteSVM_RF,wine,1,_smoteSVM,RF,PCA,NONE,NONE,0.31,0.31,0.79,0.31,0.35,0.29
wine__smoteSVM_KNN,wine,1,_smoteSVM,KNN,PCA,NONE,NONE,0.28,0.28,0.77,0.28,0.34,0.23
wine__smoteSVM_DTREE,wine,1,_smoteSVM,DTREE,PCA,NONE,NONE,0.31,0.28,0.79,0.29,0.33,0.26
wine__smoteSVM_GNB,wine,1,_smoteSVM,GNB,PCA,NONE,NONE,0.31,0.28,0.79,0.29,0.33,0.26
wine__smoteSVM_LRG,wine,1,_smoteSVM,LRG,PCA,NONE,NONE,0.05,0.06,0.77,0.05,0.09,0.02
wine__smoteSVM_ABC,wine,1,_smoteSVM,ABC,PCA,NONE,NONE,0.25,0.28,0.81,0.26,0.27,0.27
wine__smoteSVM_MLP,wine,1,_smoteSVM,MLP,PCA,NONE,NONE,0.24,0.22,0.75,0.23,0.29,0.19
wine__smoteSVM_QDA,wine,1,_smoteSVM,QDA,PCA,NONE,NONE,0.28,0.25,0.81,0.26,0.26,0.25
wine__smoteSVM_SVM,wine,1,_smoteSVM,SVM,PCA,NONE,NONE,0.00,0.00,1.00,0.00,0.00,0.00
wine__smoteSVM_SGD,wine,1,_smoteSVM,SGD,PCA,NONE,NONE,0.00,0.00,1.00,0.00,0.00,0.00
wine__Geometric_SMOTE_RF,wine,1,_Geometric_SMOTE,RF,PCA,NONE,NONE,0.31,0.31,0.79,0.31,0.35,0.29
wine__Geometric_SMOTE_KNN,wine,1,_Geometric_SMOTE,KNN,PCA,NONE,NONE,0.28,0.28,0.77,0.28,0.34,0.23
wine__Geometric_SMOTE_DTREE,wine,1,_Geometric_SMOTE,DTREE,PCA,NONE,NONE,0.25,0.28,0.78,0.26,0.27,0.27
wine__Geometric_SMOTE_GNB,wine,1,_Geometric_SMOTE,GNB,PCA,NONE,NONE,0.26,0.28,0.77,0.27,0.32,0.24
wine__Geometric_SMOTE_LRG,wine,1,_Geometric_SMOTE,LRG,PCA,NONE,NONE,0.05,0.06,0.77,0.05,0.09,0.02
wine__Geometric_SMOTE_ABC,wine,1,_Geometric_SMOTE,ABC,PCA,NONE,NONE,0.28,0.25,0.79,0.26,0.26,0.25
wine__Geometric_SMOTE_MLP,wine,1,_Geometric_SMOTE,MLP,PCA,NONE,NONE,0.20,0.17,0.76,0.18,0.25,0.13
wine__Geometric_SMOTE_QDA,wine,1,_Geometric_SMOTE,QDA,PCA,NONE,NONE,0.31,0.28,0.79,0.29,0.33,0.26
wine__Geometric_SMOTE_SVM,wine,1,_Geometric_SMOTE,SVM,PCA,NONE,NONE,0.00,0.00,1.00,0.00,0.00,0.00
wine__Geometric_SMOTE_SGD,wine,1,_Geometric_SMOTE,SGD,PCA,NONE,NONE,0.04,0.06,0.72,0.05,0.08,0.01
wine__delaunay_PCA_area_1_RF,wine,1,_delaunay_area_1,RF,PCA,area,1,0.31,0.31,0.79,0.31,0.35,0.29
wine__delaunay_PCA_area_1_KNN,wine,1,_delaunay_area_1,KNN,PCA,area,1,0.27,0.25,0.77,0.26,0.32,0.20
wine__delaunay_PCA_area_1_DTREE,wine,1,_delaunay_area_1,DTREE,PCA,area,1,0.21,0.28,0.79,0.24,0.26,0.25
wine__delaunay_PCA_area_1_GNB,wine,1,_delaunay_area_1,GNB,PCA,area,1,0.26,0.28,0.77,0.27,0.32,0.24
wine__delaunay_PCA_area_1_LRG,wine,1,_delaunay_area_1,LRG,PCA,area,1,0.05,0.06,0.77,0.05,0.09,0.02
wine__delaunay_PCA_area_1_ABC,wine,1,_delaunay_area_1,ABC,PCA,area,1,0.22,0.25,0.78,0.23,0.31,0.20
wine__delaunay_PCA_area_1_MLP,wine,1,_delaunay_area_1,MLP,PCA,area,1,0.31,0.22,0.77,0.26,0.30,0.20
wine__delaunay_PCA_area_1_QDA,wine,1,_delaunay_area_1,QDA,PCA,area,1,0.28,0.28,0.81,0.28,0.28,0.28
wine__delaunay_PCA_area_1_SVM,wine,1,_delaunay_area_1,SVM,PCA,area,1,0.00,0.00,1.00,0.00,0.00,0.00
wine__delaunay_PCA_area_1_SGD,wine,1,_delaunay_area_1,SGD,PCA,area,1,0.24,0.17,0.75,0.19,0.26,0.12
wine__delaunay_PCA_area_4_RF,wine,1,_delaunay_area_4,RF,PCA,area,4,0.31,0.31,0.79,0.31,0.35,0.29
wine__delaunay_PCA_area_4_KNN,wine,1,_delaunay_area_4,KNN,PCA,area,4,0.28,0.28,0.77,0.28,0.34,0.23
wine__delaunay_PCA_area_4_DTREE,wine,1,_delaunay_area_4,DTREE,PCA,area,4,0.31,0.31,0.79,0.31,0.35,0.29
wine__delaunay_PCA_area_4_GNB,wine,1,_delaunay_area_4,GNB,PCA,area,4,0.31,0.28,0.79,0.29,0.33,0.26
wine__delaunay_PCA_area_4_LRG,wine,1,_delaunay_area_4,LRG,PCA,area,4,0.05,0.06,0.77,0.05,0.09,0.02
wine__delaunay_PCA_area_4_ABC,wine,1,_delaunay_area_4,ABC,PCA,area,4,0.28,0.22,0.82,0.25,0.25,0.22
wine__delaunay_PCA_area_4_MLP,wine,1,_delaunay_area_4,MLP,PCA,area,4,0.22,0.22,0.76,0.22,0.29,0.18
wine__delaunay_PCA_area_4_QDA,wine,1,_delaunay_area_4,QDA,PCA,area,4,0.28,0.25,0.81,0.26,0.26,0.25
wine__delaunay_PCA_area_4_SVM,wine,1,_delaunay_area_4,SVM,PCA,area,4,0.00,0.00,1.00,0.00,0.00,0.00
wine__delaunay_PCA_area_4_SGD,wine,1,_delaunay_area_4,SGD,PCA,area,4,0.07,0.14,0.84,0.09,0.13,0.06
wine__delaunay_PCA_area_9_RF,wine,1,_delaunay_area_9,RF,PCA,area,9,0.31,0.31,0.79,0.31,0.35,0.29
wine__delaunay_PCA_area_9_KNN,wine,1,_delaunay_area_9,KNN,PCA,area,9,0.28,0.28,0.77,0.28,0.34,0.23
wine__delaunay_PCA_area_9_DTREE,wine,1,_delaunay_area_9,DTREE,PCA,area,9,0.28,0.28,0.79,0.28,0.28,0.28
wine__delaunay_PCA_area_9_GNB,wine,1,_delaunay_area_9,GNB,PCA,area,9,0.31,0.28,0.79,0.29,0.33,0.26
wine__delaunay_PCA_area_9_LRG,wine,1,_delaunay_area_9,LRG,PCA,area,9,0.05,0.06,0.77,0.05,0.09,0.02
wine__delaunay_PCA_area_9_ABC,wine,1,_delaunay_area_9,ABC,PCA,area,9,0.31,0.28,0.82,0.29,0.34,0.26
wine__delaunay_PCA_area_9_MLP,wine,1,_delaunay_area_9,MLP,PCA,area,9,0.24,0.22,0.75,0.23,0.29,0.19
wine__delaunay_PCA_area_9_QDA,wine,1,_delaunay_area_9,QDA,PCA,area,9,0.28,0.25,0.81,0.26,0.26,0.25
wine__delaunay_PCA_area_9_SVM,wine,1,_delaunay_area_9,SVM,PCA,area,9,0.00,0.00,1.00,0.00,0.00,0.00
wine__delaunay_PCA_area_9_SGD,wine,1,_delaunay_area_9,SGD,PCA,area,9,0.13,0.28,0.63,0.17,0.07,0.01
wine__delaunay_PCA_volume_1_RF,wine,1,_delaunay_volume_1,RF,PCA,volume,1,0.31,0.31,0.79,0.31,0.35,0.29
wine__delaunay_PCA_volume_1_KNN,wine,1,_delaunay_volume_1,KNN,PCA,volume,1,0.29,0.31,0.78,0.30,0.36,0.26
wine__delaunay_PCA_volume_1_DTREE,wine,1,_delaunay_volume_1,DTREE,PCA,volume,1,0.28,0.25,0.77,0.26,0.26,0.25
wine__delaunay_PCA_volume_1_GNB,wine,1,_delaunay_volume_1,GNB,PCA,volume,1,0.31,0.28,0.79,0.29,0.33,0.26
wine__delaunay_PCA_volume_1_LRG,wine,1,_delaunay_volume_1,LRG,PCA,volume,1,0.05,0.06,0.77,0.05,0.09,0.02
wine__delaunay_PCA_volume_1_ABC,wine,1,_delaunay_volume_1,ABC,PCA,volume,1,0.33,0.33,0.79,0.33,0.38,0.30
wine__delaunay_PCA_volume_1_MLP,wine,1,_delaunay_volume_1,MLP,PCA,volume,1,0.24,0.22,0.75,0.23,0.29,0.19
wine__delaunay_PCA_volume_1_QDA,wine,1,_delaunay_volume_1,QDA,PCA,volume,1,0.28,0.25,0.81,0.26,0.26,0.25
wine__delaunay_PCA_volume_1_SVM,wine,1,_delaunay_volume_1,SVM,PCA,volume,1,0.00,0.00,1.00,0.00,0.00,0.00
wine__delaunay_PCA_volume_1_SGD,wine,1,_delaunay_volume_1,SGD,PCA,volume,1,0.00,0.00,1.00,0.00,0.00,0.00
wine__delaunay_PCA_volume_4_RF,wine,1,_delaunay_volume_4,RF,PCA,volume,4,0.31,0.31,0.79,0.31,0.35,0.29
wine__delaunay_PCA_volume_4_KNN,wine,1,_delaunay_volume_4,KNN,PCA,volume,4,0.28,0.28,0.77,0.28,0.34,0.23
wine__delaunay_PCA_volume_4_DTREE,wine,1,_delaunay_volume_4,DTREE,PCA,volume,4,0.28,0.28,0.79,0.28,0.28,0.28
wine__delaunay_PCA_volume_4_GNB,wine,1,_delaunay_volume_4,GNB,PCA,volume,4,0.31,0.28,0.79,0.29,0.33,0.26
wine__delaunay_PCA_volume_4_LRG,wine,1,_delaunay_volume_4,LRG,PCA,volume,4,0.05,0.06,0.77,0.05,0.09,0.02
wine__delaunay_PCA_volume_4_ABC,wine,1,_delaunay_volume_4,ABC,PCA,volume,4,0.17,0.25,0.68,0.20,0.28,0.15
wine__delaunay_PCA_volume_4_MLP,wine,1,_delaunay_volume_4,MLP,PCA,volume,4,0.24,0.22,0.75,0.23,0.29,0.19
wine__delaunay_PCA_volume_4_QDA,wine,1,_delaunay_volume_4,QDA,PCA,volume,4,0.28,0.25,0.81,0.26,0.26,0.25
wine__delaunay_PCA_volume_4_SVM,wine,1,_delaunay_volume_4,SVM,PCA,volume,4,0.00,0.00,1.00,0.00,0.00,0.00
wine__delaunay_PCA_volume_4_SGD,wine,1,_delaunay_volume_4,SGD,PCA,volume,4,0.00,0.00,1.00,0.00,0.00,0.00
wine__delaunay_PCA_volume_9_RF,wine,1,_delaunay_volume_9,RF,PCA,volume,9,0.31,0.31,0.79,0.31,0.35,0.29
wine__delaunay_PCA_volume_9_KNN,wine,1,_delaunay_volume_9,KNN,PCA,volume,9,0.28,0.28,0.77,0.28,0.34,0.23
wine__delaunay_PCA_volume_9_DTREE,wine,1,_delaunay_volume_9,DTREE,PCA,volume,9,0.31,0.31,0.79,0.31,0.35,0.29
wine__delaunay_PCA_volume_9_GNB,wine,1,_delaunay_volume_9,GNB,PCA,volume,9,0.31,0.28,0.79,0.29,0.33,0.26
wine__delaunay_PCA_volume_9_LRG,wine,1,_delaunay_volume_9,LRG,PCA,volume,9,0.05,0.06,0.77,0.05,0.09,0.02
wine__delaunay_PCA_volume_9_ABC,wine,1,_delaunay_volume_9,ABC,PCA,volume,9,0.31,0.25,0.81,0.28,0.32,0.23
wine__delaunay_PCA_volume_9_MLP,wine,1,_delaunay_volume_9,MLP,PCA,volume,9,0.24,0.22,0.75,0.23,0.29,0.19
wine__delaunay_PCA_volume_9_QDA,wine,1,_delaunay_volume_9,QDA,PCA,volume,9,0.28,0.25,0.81,0.26,0.26,0.25
wine__delaunay_PCA_volume_9_SVM,wine,1,_delaunay_volume_9,SVM,PCA,volume,9,0.00,0.00,1.00,0.00,0.00,0.00
wine__delaunay_PCA_volume_9_SGD,wine,1,_delaunay_volume_9,SGD,PCA,volume,9,0.04,0.06,0.72,0.05,0.08,0.01
wine__delaunay_PCA_area_volume_ratio_1_RF,wine,1,_delaunay_area_volume_ratio_1,RF,PCA,area_volume_ratio,1,0.31,0.31,0.79,0.31,0.35,0.29
wine__delaunay_PCA_area_volume_ratio_1_KNN,wine,1,_delaunay_area_volume_ratio_1,KNN,PCA,area_volume_ratio,1,0.26,0.28,0.76,0.27,0.33,0.22
wine__delaunay_PCA_area_volume_ratio_1_DTREE,wine,1,_delaunay_area_volume_ratio_1,DTREE,PCA,area_volume_ratio,1,0.28,0.31,0.78,0.29,0.34,0.28
wine__delaunay_PCA_area_volume_ratio_1_GNB,wine,1,_delaunay_area_volume_ratio_1,GNB,PCA,area_volume_ratio,1,0.26,0.28,0.77,0.27,0.32,0.24
wine__delaunay_PCA_area_volume_ratio_1_LRG,wine,1,_delaunay_area_volume_ratio_1,LRG,PCA,area_volume_ratio,1,0.05,0.06,0.77,0.05,0.09,0.02
wine__delaunay_PCA_area_volume_ratio_1_ABC,wine,1,_delaunay_area_volume_ratio_1,ABC,PCA,area_volume_ratio,1,0.24,0.31,0.76,0.27,0.33,0.26
wine__delaunay_PCA_area_volume_ratio_1_MLP,wine,1,_delaunay_area_volume_ratio_1,MLP,PCA,area_volume_ratio,1,0.24,0.22,0.75,0.23,0.29,0.19
wine__delaunay_PCA_area_volume_ratio_1_QDA,wine,1,_delaunay_area_volume_ratio_1,QDA,PCA,area_volume_ratio,1,0.28,0.28,0.81,0.28,0.28,0.28
wine__delaunay_PCA_area_volume_ratio_1_SVM,wine,1,_delaunay_area_volume_ratio_1,SVM,PCA,area_volume_ratio,1,0.00,0.00,1.00,0.00,0.00,0.00
wine__delaunay_PCA_area_volume_ratio_1_SGD,wine,1,_delaunay_area_volume_ratio_1,SGD,PCA,area_volume_ratio,1,0.26,0.14,0.76,0.17,0.24,0.10
wine__delaunay_PCA_area_volume_ratio_4_RF,wine,1,_delaunay_area_volume_ratio_4,RF,PCA,area_volume_ratio,4,0.31,0.31,0.79,0.31,0.35,0.29
wine__delaunay_PCA_area_volume_ratio_4_KNN,wine,1,_delaunay_area_volume_ratio_4,KNN,PCA,area_volume_ratio,4,0.28,0.28,0.77,0.28,0.34,0.23
wine__delaunay_PCA_area_volume_ratio_4_DTREE,wine,1,_delaunay_area_volume_ratio_4,DTREE,PCA,area_volume_ratio,4,0.31,0.31,0.79,0.31,0.35,0.29
wine__delaunay_PCA_area_volume_ratio_4_GNB,wine,1,_delaunay_area_volume_ratio_4,GNB,PCA,area_volume_ratio,4,0.31,0.28,0.79,0.29,0.33,0.26
wine__delaunay_PCA_area_volume_ratio_4_LRG,wine,1,_delaunay_area_volume_ratio_4,LRG,PCA,area_volume_ratio,4,0.05,0.06,0.77,0.05,0.09,0.02
wine__delaunay_PCA_area_volume_ratio_4_ABC,wine,1,_delaunay_area_volume_ratio_4,ABC,PCA,area_volume_ratio,4,0.28,0.25,0.82,0.26,0.26,0.25
wine__delaunay_PCA_area_volume_ratio_4_MLP,wine,1,_delaunay_area_volume_ratio_4,MLP,PCA,area_volume_ratio,4,0.24,0.19,0.75,0.21,0.27,0.16
wine__delaunay_PCA_area_volume_ratio_4_QDA,wine,1,_delaunay_area_volume_ratio_4,QDA,PCA,area_volume_ratio,4,0.28,0.25,0.81,0.26,0.26,0.25
wine__delaunay_PCA_area_volume_ratio_4_SVM,wine,1,_delaunay_area_volume_ratio_4,SVM,PCA,area_volume_ratio,4,0.00,0.00,1.00,0.00,0.00,0.00
wine__delaunay_PCA_area_volume_ratio_4_SGD,wine,1,_delaunay_area_volume_ratio_4,SGD,PCA,area_volume_ratio,4,0.13,0.28,0.63,0.17,0.07,0.01
wine__delaunay_PCA_area_volume_ratio_9_RF,wine,1,_delaunay_area_volume_ratio_9,RF,PCA,area_volume_ratio,9,0.31,0.31,0.79,0.31,0.35,0.29
wine__delaunay_PCA_area_volume_ratio_9_KNN,wine,1,_delaunay_area_volume_ratio_9,KNN,PCA,area_volume_ratio,9,0.29,0.31,0.78,0.30,0.36,0.26
wine__delaunay_PCA_area_volume_ratio_9_DTREE,wine,1,_delaunay_area_volume_ratio_9,DTREE,PCA,area_volume_ratio,9,0.28,0.28,0.79,0.28,0.28,0.28
wine__delaunay_PCA_area_volume_ratio_9_GNB,wine,1,_delaunay_area_volume_ratio_9,GNB,PCA,area_volume_ratio,9,0.31,0.28,0.79,0.29,0.33,0.26
wine__delaunay_PCA_area_volume_ratio_9_LRG,wine,1,_delaunay_area_volume_ratio_9,LRG,PCA,area_volume_ratio,9,0.05,0.06,0.77,0.05,0.09,0.02
wine__delaunay_PCA_area_volume_ratio_9_ABC,wine,1,_delaunay_area_volume_ratio_9,ABC,PCA,area_volume_ratio,9,0.28,0.19,0.81,0.23,0.23,0.19
wine__delaunay_PCA_area_volume_ratio_9_MLP,wine,1,_delaunay_area_volume_ratio_9,MLP,PCA,area_volume_ratio,9,0.21,0.14,0.75,0.17,0.24,0.11
wine__delaunay_PCA_area_volume_ratio_9_QDA,wine,1,_delaunay_area_volume_ratio_9,QDA,PCA,area_volume_ratio,9,0.28,0.25,0.81,0.26,0.26,0.25
wine__delaunay_PCA_area_volume_ratio_9_SVM,wine,1,_delaunay_area_volume_ratio_9,SVM,PCA,area_volume_ratio,9,0.00,0.00,1.00,0.00,0.00,0.00
wine__delaunay_PCA_area_volume_ratio_9_SGD,wine,1,_delaunay_area_volume_ratio_9,SGD,PCA,area_volume_ratio,9,0.00,0.00,1.00,0.00,0.00,0.00
wine__delaunay_PCA_edge_ratio_1_RF,wine,1,_delaunay_edge_ratio_1,RF,PCA,edge_ratio,1,0.31,0.31,0.79,0.31,0.35,0.29
wine__delaunay_PCA_edge_ratio_1_KNN,wine,1,_delaunay_edge_ratio_1,KNN,PCA,edge_ratio,1,0.28,0.28,0.77,0.28,0.34,0.23
wine__delaunay_PCA_edge_ratio_1_DTREE,wine,1,_delaunay_edge_ratio_1,DTREE,PCA,edge_ratio,1,0.28,0.28,0.79,0.28,0.28,0.28
wine__delaunay_PCA_edge_ratio_1_GNB,wine,1,_delaunay_edge_ratio_1,GNB,PCA,edge_ratio,1,0.31,0.28,0.79,0.29,0.33,0.26
wine__delaunay_PCA_edge_ratio_1_LRG,wine,1,_delaunay_edge_ratio_1,LRG,PCA,edge_ratio,1,0.05,0.06,0.77,0.05,0.09,0.02
wine__delaunay_PCA_edge_ratio_1_ABC,wine,1,_delaunay_edge_ratio_1,ABC,PCA,edge_ratio,1,0.31,0.28,0.77,0.29,0.33,0.26
wine__delaunay_PCA_edge_ratio_1_MLP,wine,1,_delaunay_edge_ratio_1,MLP,PCA,edge_ratio,1,0.24,0.19,0.75,0.21,0.27,0.16
wine__delaunay_PCA_edge_ratio_1_QDA,wine,1,_delaunay_edge_ratio_1,QDA,PCA,edge_ratio,1,0.28,0.28,0.81,0.28,0.28,0.28
wine__delaunay_PCA_edge_ratio_1_SVM,wine,1,_delaunay_edge_ratio_1,SVM,PCA,edge_ratio,1,0.00,0.00,1.00,0.00,0.00,0.00
wine__delaunay_PCA_edge_ratio_1_SGD,wine,1,_delaunay_edge_ratio_1,SGD,PCA,edge_ratio,1,0.00,0.00,1.00,0.00,0.00,0.00
wine__delaunay_PCA_edge_ratio_4_RF,wine,1,_delaunay_edge_ratio_4,RF,PCA,edge_ratio,4,0.31,0.31,0.79,0.31,0.35,0.29
wine__delaunay_PCA_edge_ratio_4_KNN,wine,1,_delaunay_edge_ratio_4,KNN,PCA,edge_ratio,4,0.29,0.31,0.78,0.30,0.36,0.26
wine__delaunay_PCA_edge_ratio_4_DTREE,wine,1,_delaunay_edge_ratio_4,DTREE,PCA,edge_ratio,4,0.28,0.28,0.79,0.28,0.28,0.28
wine__delaunay_PCA_edge_ratio_4_GNB,wine,1,_delaunay_edge_ratio_4,GNB,PCA,edge_ratio,4,0.31,0.28,0.79,0.29,0.33,0.26
wine__delaunay_PCA_edge_ratio_4_LRG,wine,1,_delaunay_edge_ratio_4,LRG,PCA,edge_ratio,4,0.05,0.06,0.77,0.05,0.09,0.02
wine__delaunay_PCA_edge_ratio_4_ABC,wine,1,_delaunay_edge_ratio_4,ABC,PCA,edge_ratio,4,0.31,0.31,0.82,0.31,0.35,0.29
wine__delaunay_PCA_edge_ratio_4_MLP,wine,1,_delaunay_edge_ratio_4,MLP,PCA,edge_ratio,4,0.22,0.22,0.76,0.22,0.29,0.18
wine__delaunay_PCA_edge_ratio_4_QDA,wine,1,_delaunay_edge_ratio_4,QDA,PCA,edge_ratio,4,0.28,0.25,0.81,0.26,0.26,0.25
wine__delaunay_PCA_edge_ratio_4_SVM,wine,1,_delaunay_edge_ratio_4,SVM,PCA,edge_ratio,4,0.00,0.00,1.00,0.00,0.00,0.00
wine__delaunay_PCA_edge_ratio_4_SGD,wine,1,_delaunay_edge_ratio_4,SGD,PCA,edge_ratio,4,0.00,0.00,1.00,0.00,0.00,0.00
wine__delaunay_PCA_edge_ratio_9_RF,wine,1,_delaunay_edge_ratio_9,RF,PCA,edge_ratio,9,0.31,0.31,0.79,0.31,0.35,0.29
wine__delaunay_PCA_edge_ratio_9_KNN,wine,1,_delaunay_edge_ratio_9,KNN,PCA,edge_ratio,9,0.29,0.31,0.78,0.30,0.36,0.26
wine__delaunay_PCA_edge_ratio_9_DTREE,wine,1,_delaunay_edge_ratio_9,DTREE,PCA,edge_ratio,9,0.28,0.28,0.79,0.28,0.28,0.28
wine__delaunay_PCA_edge_ratio_9_GNB,wine,1,_delaunay_edge_ratio_9,GNB,PCA,edge_ratio,9,0.31,0.28,0.79,0.29,0.33,0.26
wine__delaunay_PCA_edge_ratio_9_LRG,wine,1,_delaunay_edge_ratio_9,LRG,PCA,edge_ratio,9,0.05,0.06,0.77,0.05,0.09,0.02
wine__delaunay_PCA_edge_ratio_9_ABC,wine,1,_delaunay_edge_ratio_9,ABC,PCA,edge_ratio,9,0.31,0.28,0.81,0.29,0.34,0.26
wine__delaunay_PCA_edge_ratio_9_MLP,wine,1,_delaunay_edge_ratio_9,MLP,PCA,edge_ratio,9,0.22,0.22,0.76,0.22,0.29,0.18
wine__delaunay_PCA_edge_ratio_9_QDA,wine,1,_delaunay_edge_ratio_9,QDA,PCA,edge_ratio,9,0.28,0.25,0.81,0.26,0.26,0.25
wine__delaunay_PCA_edge_ratio_9_SVM,wine,1,_delaunay_edge_ratio_9,SVM,PCA,edge_ratio,9,0.00,0.00,1.00,0.00,0.00,0.00
wine__delaunay_PCA_edge_ratio_9_SGD,wine,1,_delaunay_edge_ratio_9,SGD,PCA,edge_ratio,9,0.05,0.06,0.73,0.05,0.08,0.02
wine__delaunay_PCA_radius_ratio_1_RF,wine,1,_delaunay_radius_ratio_1,RF,PCA,radius_ratio,1,0.31,0.31,0.79,0.31,0.35,0.29
wine__delaunay_PCA_radius_ratio_1_KNN,wine,1,_delaunay_radius_ratio_1,KNN,PCA,radius_ratio,1,0.28,0.28,0.77,0.28,0.34,0.23
wine__delaunay_PCA_radius_ratio_1_DTREE,wine,1,_delaunay_radius_ratio_1,DTREE,PCA,radius_ratio,1,0.31,0.28,0.79,0.29,0.33,0.26
wine__delaunay_PCA_radius_ratio_1_GNB,wine,1,_delaunay_radius_ratio_1,GNB,PCA,radius_ratio,1,0.28,0.28,0.78,0.28,0.33,0.25
wine__delaunay_PCA_radius_ratio_1_LRG,wine,1,_delaunay_radius_ratio_1,LRG,PCA,radius_ratio,1,0.05,0.06,0.77,0.05,0.09,0.02
wine__delaunay_PCA_radius_ratio_1_ABC,wine,1,_delaunay_radius_ratio_1,ABC,PCA,radius_ratio,1,0.28,0.22,0.82,0.25,0.25,0.22
wine__delaunay_PCA_radius_ratio_1_MLP,wine,1,_delaunay_radius_ratio_1,MLP,PCA,radius_ratio,1,0.22,0.22,0.76,0.22,0.29,0.18
wine__delaunay_PCA_radius_ratio_1_QDA,wine,1,_delaunay_radius_ratio_1,QDA,PCA,radius_ratio,1,0.28,0.25,0.81,0.26,0.26,0.25
wine__delaunay_PCA_radius_ratio_1_SVM,wine,1,_delaunay_radius_ratio_1,SVM,PCA,radius_ratio,1,0.00,0.00,1.00,0.00,0.00,0.00
wine__delaunay_PCA_radius_ratio_1_SGD,wine,1,_delaunay_radius_ratio_1,SGD,PCA,radius_ratio,1,0.17,0.31,0.65,0.21,0.29,0.15
wine__delaunay_PCA_radius_ratio_4_RF,wine,1,_delaunay_radius_ratio_4,RF,PCA,radius_ratio,4,0.31,0.31,0.79,0.31,0.35,0.29
wine__delaunay_PCA_radius_ratio_4_KNN,wine,1,_delaunay_radius_ratio_4,KNN,PCA,radius_ratio,4,0.26,0.28,0.76,0.27,0.33,0.22
wine__delaunay_PCA_radius_ratio_4_DTREE,wine,1,_delaunay_radius_ratio_4,DTREE,PCA,radius_ratio,4,0.25,0.28,0.78,0.26,0.27,0.27
wine__delaunay_PCA_radius_ratio_4_GNB,wine,1,_delaunay_radius_ratio_4,GNB,PCA,radius_ratio,4,0.31,0.28,0.79,0.29,0.33,0.26
wine__delaunay_PCA_radius_ratio_4_LRG,wine,1,_delaunay_radius_ratio_4,LRG,PCA,radius_ratio,4,0.05,0.06,0.77,0.05,0.09,0.02
wine__delaunay_PCA_radius_ratio_4_ABC,wine,1,_delaunay_radius_ratio_4,ABC,PCA,radius_ratio,4,0.25,0.28,0.81,0.26,0.27,0.27
wine__delaunay_PCA_radius_ratio_4_MLP,wine,1,_delaunay_radius_ratio_4,MLP,PCA,radius_ratio,4,0.22,0.22,0.76,0.22,0.29,0.18
wine__delaunay_PCA_radius_ratio_4_QDA,wine,1,_delaunay_radius_ratio_4,QDA,PCA,radius_ratio,4,0.28,0.25,0.81,0.26,0.26,0.25
wine__delaunay_PCA_radius_ratio_4_SVM,wine,1,_delaunay_radius_ratio_4,SVM,PCA,radius_ratio,4,0.00,0.00,1.00,0.00,0.00,0.00
wine__delaunay_PCA_radius_ratio_4_SGD,wine,1,_delaunay_radius_ratio_4,SGD,PCA,radius_ratio,4,0.08,0.28,0.72,0.12,0.00,0.00
wine__delaunay_PCA_radius_ratio_9_RF,wine,1,_delaunay_radius_ratio_9,RF,PCA,radius_ratio,9,0.31,0.31,0.79,0.31,0.35,0.29
wine__delaunay_PCA_radius_ratio_9_KNN,wine,1,_delaunay_radius_ratio_9,KNN,PCA,radius_ratio,9,0.28,0.28,0.77,0.28,0.34,0.23
wine__delaunay_PCA_radius_ratio_9_DTREE,wine,1,_delaunay_radius_ratio_9,DTREE,PCA,radius_ratio,9,0.25,0.28,0.78,0.26,0.27,0.27
wine__delaunay_PCA_radius_ratio_9_GNB,wine,1,_delaunay_radius_ratio_9,GNB,PCA,radius_ratio,9,0.31,0.28,0.79,0.29,0.33,0.26
wine__delaunay_PCA_radius_ratio_9_LRG,wine,1,_delaunay_radius_ratio_9,LRG,PCA,radius_ratio,9,0.05,0.06,0.77,0.05,0.09,0.02
wine__delaunay_PCA_radius_ratio_9_ABC,wine,1,_delaunay_radius_ratio_9,ABC,PCA,radius_ratio,9,0.28,0.25,0.82,0.26,0.26,0.25
