,MODE,DATASET,PREPROC,ALGORITHM,ORDER,ALPHA,PRE,REC,SPE,F1,GEO,IBA
432,PCA,dermatology,_delaunay_area_9,GNB,area,9,0.4920000000000001,0.4779999999999999,0.932,0.474,0.502,0.46799999999999997
433,PCA,dermatology,_delaunay_area_9,KNN,area,9,0.498,0.51,0.934,0.5040000000000001,0.516,0.5039999999999999
434,PCA,dermatology,_delaunay_area_9,LRG,area,9,0.4980000000000001,0.406,0.9179999999999999,0.422,0.47,0.386
435,PCA,dermatology,_delaunay_area_9,MLP,area,9,0.51,0.512,0.934,0.5119999999999999,0.518,0.512
436,PCA,dermatology,_delaunay_area_9,QDA,area,9,0.388,0.376,0.922,0.368,0.424,0.354
437,PCA,dermatology,_delaunay_area_9,RF,area,9,0.52,0.516,0.938,0.516,0.524,0.512
438,PCA,dermatology,_delaunay_area_9,SGD,area,9,0.4480000000000001,0.446,0.916,0.418,0.466,0.418
439,PCA,dermatology,_delaunay_area_9,SVM,area,9,0.194,0.196,0.8420000000000001,0.1,0.102,0.04
440,PCA,glass,_delaunay_area_9,ABC,area,9,0.2260000000000001,0.2220000000000001,0.908,0.19,0.24000000000000005,0.16199999999999998
441,PCA,glass,_delaunay_area_9,DTREE,area,9,0.254,0.278,0.8399999999999999,0.258,0.34600000000000003,0.238
442,PCA,glass,_delaunay_area_9,GNB,area,9,0.3,0.366,0.8380000000000001,0.31199999999999994,0.386,0.268
443,PCA,glass,_delaunay_area_9,KNN,area,9,0.278,0.30399999999999994,0.8219999999999998,0.28,0.3640000000000001,0.252
444,PCA,glass,_delaunay_area_9,LRG,area,9,0.0,0.0,1.0,0.0,0.0,0.0
445,PCA,glass,_delaunay_area_9,MLP,area,9,0.264,0.324,0.8119999999999999,0.28800000000000003,0.34,0.23
446,PCA,glass,_delaunay_area_9,QDA,area,9,0.34,0.402,0.8140000000000001,0.354,0.4,0.284
447,PCA,glass,_delaunay_area_9,RF,area,9,0.284,0.3,0.826,0.28800000000000003,0.358,0.262
448,PCA,glass,_delaunay_area_9,SGD,area,9,0.046,0.128,0.8920000000000001,0.064,0.032,0.022
449,PCA,glass,_delaunay_area_9,SVM,area,9,0.0,0.0,1.0,0.0,0.0,0.0
450,PCA,new-thyroid,_delaunay_area_9,ABC,area,9,0.10400000000000001,0.14800000000000002,0.8719999999999999,0.11200000000000004,0.138,0.11600000000000002
451,PCA,new-thyroid,_delaunay_area_9,DTREE,area,9,0.132,0.128,0.8619999999999999,0.13,0.136,0.118
452,PCA,new-thyroid,_delaunay_area_9,GNB,area,9,0.138,0.14,0.8619999999999999,0.136,0.14600000000000002,0.122
453,PCA,new-thyroid,_delaunay_area_9,KNN,area,9,0.132,0.128,0.8619999999999999,0.13,0.134,0.122
454,PCA,new-thyroid,_delaunay_area_9,LRG,area,9,0.156,0.16799999999999998,0.852,0.124,0.132,0.07600000000000001
455,PCA,new-thyroid,_delaunay_area_9,MLP,area,9,0.14,0.14,0.86,0.134,0.14400000000000002,0.118
456,PCA,new-thyroid,_delaunay_area_9,QDA,area,9,0.136,0.14,0.866,0.138,0.14600000000000002,0.128
457,PCA,new-thyroid,_delaunay_area_9,RF,area,9,0.132,0.122,0.8640000000000001,0.126,0.13,0.118
458,PCA,new-thyroid,_delaunay_area_9,SGD,area,9,0.092,0.168,0.8800000000000001,0.098,0.11800000000000002,0.08199999999999999
459,PCA,new-thyroid,_delaunay_area_9,SVM,area,9,0.158,0.16399999999999998,0.85,0.114,0.12000000000000002,0.066
460,PCA,penbased,_delaunay_area_9,ABC,area,9,0.14,0.23399999999999999,0.9280000000000002,0.15,0.222,0.168
461,PCA,penbased,_delaunay_area_9,DTREE,area,9,0.73,0.728,0.98,0.7240000000000001,0.774,0.7120000000000001
462,PCA,penbased,_delaunay_area_9,GNB,area,9,0.708,0.6880000000000001,0.978,0.6920000000000001,0.75,0.67
463,PCA,penbased,_delaunay_area_9,KNN,area,9,0.7780000000000001,0.77,0.99,0.774,0.78,0.768
464,PCA,penbased,_delaunay_area_9,LRG,area,9,0.7020000000000001,0.6859999999999999,0.978,0.6859999999999999,0.748,0.6639999999999999
465,PCA,penbased,_delaunay_area_9,MLP,area,9,0.7740000000000001,0.768,0.988,0.772,0.782,0.768
466,PCA,penbased,_delaunay_area_9,QDA,area,9,0.46799999999999997,0.502,0.952,0.47,0.4720000000000001,0.458
467,PCA,penbased,_delaunay_area_9,RF,area,9,0.7780000000000001,0.7779999999999999,0.99,0.7779999999999999,0.784,0.7759999999999999
468,PCA,penbased,_delaunay_area_9,SGD,area,9,0.6940000000000001,0.6759999999999999,0.978,0.674,0.726,0.6579999999999999
469,PCA,penbased,_delaunay_area_9,SVM,area,9,0.6940000000000001,0.66,0.978,0.664,0.7219999999999999,0.64
470,PCA,thyroid,_delaunay_area_9,ABC,area,9,0.91,0.8059999999999999,0.8320000000000001,0.8539999999999999,0.7759999999999999,0.6619999999999999
471,PCA,thyroid,_delaunay_area_9,DTREE,area,9,0.91,0.9,0.742,0.904,0.78,0.6659999999999999
472,PCA,thyroid,_delaunay_area_9,GNB,area,9,0.86,0.218,0.8300000000000001,0.31199999999999994,0.398,0.16399999999999998
473,PCA,thyroid,_delaunay_area_9,KNN,area,9,0.866,0.8560000000000001,0.264,0.858,0.398,0.188
474,PCA,thyroid,_delaunay_area_9,LRG,area,9,0.8620000000000001,0.8480000000000001,0.23200000000000004,0.8539999999999999,0.35600000000000004,0.154
475,PCA,thyroid,_delaunay_area_9,MLP,area,9,0.8860000000000001,0.8960000000000001,0.48200000000000004,0.89,0.608,0.41600000000000004
476,PCA,thyroid,_delaunay_area_9,QDA,area,9,0.8800000000000001,0.5920000000000001,0.5539999999999999,0.6659999999999999,0.48,0.24799999999999994
477,PCA,thyroid,_delaunay_area_9,RF,area,9,0.906,0.91,0.736,0.906,0.774,0.6659999999999999
478,PCA,thyroid,_delaunay_area_9,SGD,area,9,0.8700000000000001,0.8079999999999999,0.35200000000000004,0.836,0.4460000000000001,0.242
479,PCA,thyroid,_delaunay_area_9,SVM,area,9,0.8560000000000001,0.8300000000000001,0.162,0.8420000000000001,0.24000000000000005,0.08399999999999999
480,PCA,wine,_delaunay_area_9,ABC,area,9,0.26,0.23,0.8540000000000001,0.236,0.256,0.21800000000000005
481,PCA,wine,_delaunay_area_9,DTREE,area,9,0.26,0.28200000000000003,0.768,0.268,0.306,0.256
482,PCA,wine,_delaunay_area_9,GNB,area,9,0.28400000000000003,0.29600000000000004,0.7879999999999999,0.28800000000000003,0.334,0.27
483,PCA,wine,_delaunay_area_9,KNN,area,9,0.26,0.246,0.764,0.25,0.31,0.20600000000000002
484,PCA,wine,_delaunay_area_9,LRG,area,9,0.052000000000000005,0.057999999999999996,0.7559999999999999,0.054000000000000006,0.09000000000000001,0.02
485,PCA,wine,_delaunay_area_9,MLP,area,9,0.246,0.236,0.75,0.236,0.298,0.188
486,PCA,wine,_delaunay_area_9,QDA,area,9,0.272,0.27,0.7959999999999999,0.27,0.28,0.266
487,PCA,wine,_delaunay_area_9,RF,area,9,0.272,0.276,0.784,0.272,0.292,0.264
488,PCA,wine,_delaunay_area_9,SGD,area,9,0.11,0.14800000000000002,0.7819999999999999,0.11400000000000005,0.128,0.052000000000000005
489,PCA,wine,_delaunay_area_9,SVM,area,9,0.0,0.0,1.0,0.0,0.0,0.0
